ID,Platform,ReleaseYear,Genre,Company,RevenueNA,RevenueEU,RevenueJapan,RevenueOther
5840,DS,,Action,Company5,0.26,0.02,0.0,0.02
14880,PSP,2013.0,Adventure,Company278,0.0,0.0,0.03,0.0
15120,XB,2006.0,Fighting,Company151,0.02,0.0,0.0,0.0
15935,PSV,2015.0,Adventure,Company279,0.0,0.0,0.02,0.0
9338,PS3,2010.0,Strategy,Company49,0.0,0.0,0.13,0.0
3179,X360,2013.0,Shooter,Company5,0.46,0.12,0.0,0.05
12622,DS,2008.0,Adventure,Company15,0.03,0.02,0.0,0.0
11364,PS3,2010.0,Sports,Company68,0.08,0.0,0.0,0.01
12366,DS,2009.0,Puzzle,Company60,0.06,0.0,0.0,0.0
8092,PSP,2007.0,Action,Company5,0.16,0.0,0.0,0.01
6356,PS2,2007.0,Racing,Company29,0.13,0.1,0.0,0.03
8047,XB,2002.0,Misc,Company53,0.14,0.04,0.0,0.01
9744,PS3,,Strategy,Company145,0.09,0.0,0.03,0.01
12538,PSP,2006.0,Sports,Company57,0.06,0.0,0.0,0.0
11046,PS3,2008.0,Platform,Company4,0.01,0.06,0.0,0.02
12559,3DS,2012.0,Fighting,Company3,0.06,0.0,0.0,0.0
7725,Wii,2009.0,Action,Company15,0.15,0.0,0.03,0.01
10543,PSP,2007.0,Action,Company5,0.09,0.0,0.0,0.01
4077,DS,2007.0,Action,Company24,0.42,0.02,0.0,0.04
13671,PSP,2005.0,Puzzle,Company4,0.04,0.0,0.0,0.0
13915,GBA,2004.0,Action,Company26,0.03,0.01,0.0,0.0
11063,PSP,2005.0,Strategy,Company58,0.0,0.0,0.09,0.0
9899,Wii,2007.0,Racing,Company40,0.1,0.01,0.0,0.01
15754,DS,2007.0,Misc,Company15,0.0,0.0,0.02,0.0
13403,PSP,2011.0,Adventure,Company449,0.0,0.0,0.05,0.0
9625,Wii,2011.0,Racing,Company59,0.08,0.03,0.0,0.01
15586,DS,2008.0,Puzzle,Company69,0.0,0.01,0.0,0.0
16505,PS2,2008.0,Adventure,Company132,0.0,0.0,0.01,0.0
13009,DS,2007.0,Puzzle,Company22,0.05,0.0,0.0,0.0
13823,X360,2009.0,Racing,Company8,0.0,0.03,0.0,0.0
15481,PSP,2010.0,Adventure,Company462,0.0,0.0,0.02,0.0
4636,SNES,1995.0,Sports,Company26,0.0,0.0,0.42,0.0
6847,Wii,2008.0,Sports,Company60,0.02,0.21,0.0,0.01
10553,DS,2007.0,Misc,Company269,0.0,0.0,0.1,0.0
9225,TG16,1995.0,Adventure,Company239,0.0,0.0,0.14,0.0
5436,DS,2006.0,Adventure,Company29,0.3,0.01,0.0,0.03
9930,PS3,2011.0,Racing,Company5,0.06,0.03,0.0,0.02
1927,PS2,2009.0,Fighting,Company29,0.53,0.01,0.0,0.54
16191,PS3,2009.0,Misc,Company4,0.0,0.0,0.01,0.0
11660,PS2,2005.0,Platform,Company4,0.04,0.03,0.0,0.01
1954,PS3,2008.0,Action,Company5,0.44,0.44,0.0,0.18
9748,PS3,2014.0,Racing,Company257,0.04,0.06,0.0,0.02
4155,X360,2008.0,Shooter,Company40,0.25,0.17,0.01,0.05
9924,PS3,2016.0,Adventure,Company9,0.0,0.0,0.12,0.0
2987,PS2,2005.0,Action,Company6,0.57,0.02,0.0,0.09
10374,XB,2003.0,Shooter,Company8,0.08,0.02,0.0,0.0
2298,SNES,1996.0,Racing,Company51,0.0,0.0,0.9,0.0
11670,PSP,2005.0,Puzzle,Company59,0.07,0.0,0.0,0.01
5097,GC,2005.0,Action,Company5,0.29,0.07,0.0,0.01
13888,PSV,2016.0,Action,Company59,0.0,0.0,0.04,0.0
3428,PS2,2004.0,Platform,Company13,0.29,0.22,0.0,0.08
9468,DS,2008.0,Simulation,Company13,0.12,0.0,0.0,0.01
11209,Wii,2010.0,Simulation,Company231,0.08,0.0,0.0,0.0
2517,XB,2001.0,Sports,Company2,0.69,0.11,0.0,0.02
13735,GC,,Sports,Company54,0.03,0.01,0.0,0.0
3503,XB,,Sports,Company54,0.53,0.02,0.0,0.03
9693,PS3,2011.0,Action,Company6,0.0,0.1,0.0,0.03
15184,GC,2003.0,Misc,Company73,0.02,0.0,0.0,0.0
11174,Wii,2009.0,Misc,Company6,0.08,0.0,0.0,0.01
5571,PS,1995.0,Fighting,Company100,0.0,0.0,0.3,0.02
11123,XB,2004.0,Sports,Company15,0.07,0.02,0.0,0.0
8442,PS2,2008.0,Sports,Company4,0.08,0.06,0.0,0.02
9778,PSP,2009.0,Action,Company6,0.03,0.03,0.05,0.01
482,DS,2008.0,Platform,Company1,1.57,0.04,1.19,0.15
11861,Wii,2010.0,Simulation,Company75,0.07,0.0,0.0,0.0
14034,XB,2003.0,Shooter,Company294,0.03,0.01,0.0,0.0
7097,PS,1998.0,Action,Company14,0.13,0.09,0.0,0.01
16457,PS2,2008.0,Adventure,Company434,0.0,0.0,0.01,0.0
2557,PS3,2009.0,Sports,Company8,0.75,0.0,0.0,0.06
14352,PS3,2010.0,Misc,Company4,0.0,0.02,0.0,0.01
2712,Wii,2009.0,Sports,Company128,0.67,0.04,0.0,0.05
12954,PC,2013.0,Shooter,Company3,0.0,0.05,0.0,0.01
14010,XB,2005.0,Action,Company13,0.03,0.01,0.0,0.0
12664,DS,2007.0,Fighting,Company197,0.0,0.0,0.06,0.0
16310,GC,,Racing,Company54,0.01,0.0,0.0,0.0
4088,PSV,2012.0,Action,Company15,0.16,0.18,0.05,0.09
5124,PSP,2007.0,Racing,Company29,0.06,0.2,0.0,0.11
14322,Wii,2015.0,Action,Company231,0.0,0.03,0.0,0.0
1591,PS,1996.0,Sports,Company80,0.99,0.13,0.1,0.04
2107,PSP,2008.0,Sports,Company15,0.02,0.53,0.19,0.25
12047,PS2,2000.0,Shooter,Company314,0.03,0.03,0.0,0.01
12223,DS,2008.0,Action,Company403,0.06,0.0,0.0,0.0
9297,DS,2010.0,Sports,Company42,0.13,0.0,0.0,0.01
15449,PSV,2015.0,Strategy,Company49,0.0,0.0,0.02,0.0
14036,GEN,1994.0,Sports,Company9,0.0,0.0,0.04,0.0
12630,DS,2008.0,Strategy,Company26,0.0,0.0,0.06,0.0
9085,Wii,2007.0,Misc,Company6,0.13,0.0,0.0,0.01
2882,GBA,2004.0,Action,Company29,0.51,0.19,0.0,0.01
7418,N64,1999.0,Shooter,Company19,0.17,0.04,0.0,0.0
13120,PS2,2007.0,Misc,Company394,0.0,0.0,0.05,0.0
10502,GBA,2004.0,Simulation,Company178,0.07,0.03,0.0,0.0
14289,PSV,2013.0,Strategy,Company26,0.0,0.0,0.03,0.0
8560,PS2,2005.0,Role-Playing,Company58,0.0,0.0,0.16,0.0
127,PS3,2011.0,Role-Playing,Company7,2.55,2.71,0.25,1.05
2426,X360,2010.0,Sports,Company8,0.32,0.43,0.02,0.09
16577,Wii,2008.0,Racing,Company197,0.0,0.0,0.01,0.0
8907,DS,2004.0,Racing,Company26,0.14,0.0,0.0,0.01
7724,PS2,2005.0,Action,Company24,0.1,0.07,0.0,0.03
5764,XOne,2015.0,Action,Company33,0.18,0.1,0.0,0.03
8216,3DS,2013.0,Misc,Company15,0.0,0.08,0.08,0.01
12117,3DS,2015.0,Action,Company26,0.0,0.0,0.07,0.0
10138,X360,2009.0,Platform,Company20,0.1,0.0,0.0,0.01
2589,GC,2002.0,Racing,Company8,0.68,0.09,0.0,0.02
16539,PC,2011.0,Misc,Company200,0.0,0.01,0.0,0.0
4737,Wii,2009.0,Racing,Company75,0.39,0.0,0.0,0.02
3170,GBA,2002.0,Misc,Company15,0.46,0.17,0.0,0.01
825,PS3,2013.0,Sports,Company3,1.43,0.33,0.04,0.25
14029,PSP,2012.0,Action,Company13,0.0,0.0,0.04,0.0
9165,GC,2006.0,Adventure,Company29,0.11,0.03,0.0,0.0
3709,PS3,2015.0,Action,Company20,0.15,0.3,0.0,0.09
5485,GC,2004.0,Platform,Company29,0.26,0.07,0.0,0.01
6599,PS2,2003.0,Sports,Company4,0.13,0.1,0.0,0.03
404,PS2,2002.0,Shooter,Company8,1.45,1.29,0.12,0.46
3326,Wii,2008.0,Misc,Company33,0.37,0.16,0.01,0.06
3117,PS,1998.0,Shooter,Company11,0.36,0.25,0.0,0.04
5169,PS2,2008.0,Fighting,Company26,0.08,0.06,0.21,0.02
5376,PS2,2009.0,Racing,Company4,0.07,0.03,0.0,0.25
8630,PS,2000.0,Sports,Company4,0.09,0.06,0.0,0.01
883,PS2,2004.0,Fighting,Company11,1.09,0.15,0.65,0.04
12363,Wii,2007.0,Role-Playing,Company9,0.06,0.0,0.0,0.0
7630,DS,2011.0,Simulation,Company5,0.14,0.04,0.0,0.02
3126,Wii,2010.0,Misc,Company33,0.5,0.11,0.0,0.05
12473,PSP,2007.0,Role-Playing,Company393,0.05,0.0,0.0,0.01
4947,PS2,2005.0,Sports,Company5,0.19,0.15,0.0,0.05
5959,DS,2020.0,Simulation,Company6,0.27,0.0,0.0,0.02
9198,NG,1993.0,Fighting,Company244,0.0,0.0,0.14,0.0
1910,PS3,2011.0,Racing,Company36,0.27,0.59,0.01,0.21
11652,X360,2011.0,Misc,Company8,0.07,0.0,0.0,0.01
5892,X360,2007.0,Action,Company8,0.24,0.04,0.0,0.02
2811,DS,2009.0,Adventure,Company5,0.67,0.01,0.0,0.05
180,PS2,,Sports,Company8,4.26,0.26,0.01,0.71
8906,SAT,1997.0,Shooter,Company26,0.0,0.0,0.15,0.0
2937,X360,2010.0,Sports,Company6,0.38,0.26,0.0,0.06
3931,XB,2004.0,Misc,Company68,0.37,0.11,0.0,0.02
13514,PS,1997.0,Misc,Company19,0.02,0.02,0.0,0.0
10154,3DS,2015.0,Action,Company26,0.0,0.0,0.11,0.0
13285,DS,2008.0,Action,Company15,0.0,0.0,0.05,0.0
10229,PSP,2010.0,Fighting,Company148,0.07,0.01,0.03,0.01
12277,DS,2008.0,Simulation,Company17,0.06,0.0,0.0,0.0
11958,Wii,2007.0,Sports,Company12,0.06,0.0,0.0,0.01
594,PS4,2013.0,Shooter,Company4,0.89,1.33,0.07,0.28
14763,XOne,2014.0,Sports,Company54,0.02,0.0,0.0,0.0
8887,Wii,2007.0,Action,Company24,0.12,0.01,0.0,0.01
369,PS,1999.0,Platform,Company4,2.14,1.21,0.01,0.17
3203,3DS,2012.0,Misc,Company26,0.0,0.0,0.63,0.0
3895,Wii,2009.0,Sports,Company15,0.12,0.27,0.06,0.05
8890,GBA,2002.0,Sports,Company31,0.11,0.04,0.0,0.0
1010,NES,1991.0,Puzzle,Company1,0.7,0.13,0.91,0.01
11911,XB,2002.0,Action,Company24,0.05,0.02,0.0,0.0
10397,PSP,2012.0,Sports,Company26,0.0,0.0,0.11,0.0
6517,DS,2009.0,Action,Company5,0.17,0.07,0.0,0.02
14050,PS,1999.0,Role-Playing,Company49,0.02,0.01,0.0,0.0
2607,PSP,2009.0,Strategy,Company4,0.17,0.51,0.0,0.11
490,X360,2007.0,Role-Playing,Company2,1.83,0.8,0.03,0.27
14266,PSP,2005.0,Racing,Company15,0.03,0.0,0.0,0.0
12328,PS4,2015.0,Action,Company125,0.02,0.03,0.0,0.01
11774,3DS,2013.0,Adventure,Company91,0.0,0.0,0.07,0.0
2464,PS3,2010.0,Sports,Company8,0.79,0.0,0.0,0.06
3339,PS2,2005.0,Platform,Company9,0.5,0.02,0.0,0.08
13502,GBA,2004.0,Sports,Company453,0.03,0.01,0.0,0.0
15877,PC,2009.0,Simulation,Company317,0.01,0.0,0.0,0.0
2583,X360,2012.0,Role-Playing,Company13,0.42,0.24,0.07,0.06
14584,PSV,2015.0,Action,Company426,0.0,0.0,0.03,0.0
4531,Wii,2010.0,Action,Company5,0.24,0.15,0.0,0.04
9118,DS,2009.0,Racing,Company29,0.13,0.0,0.0,0.01
4806,DS,2005.0,Strategy,Company1,0.3,0.03,0.04,0.03
11982,SNES,1991.0,Sports,Company157,0.0,0.0,0.07,0.0
10228,PS3,2014.0,Adventure,Company26,0.05,0.04,0.0,0.02
10530,PSP,2011.0,Strategy,Company26,0.0,0.0,0.1,0.0
9721,DS,2010.0,Puzzle,Company59,0.11,0.0,0.0,0.01
13546,PS3,2013.0,Shooter,Company125,0.02,0.02,0.0,0.01
11765,Wii,2012.0,Misc,Company12,0.0,0.07,0.0,0.01
8433,X360,2015.0,Sports,Company42,0.15,0.0,0.0,0.02
14215,PS3,2012.0,Action,Company9,0.0,0.0,0.03,0.0
5742,X360,2010.0,Action,Company13,0.19,0.09,0.0,0.03
11908,DS,2005.0,Action,Company6,0.06,0.0,0.0,0.01
11516,GBA,2004.0,Shooter,Company1,0.0,0.0,0.08,0.0
11707,DS,2006.0,Misc,Company6,0.0,0.0,0.08,0.0
1619,PC,2014.0,Simulation,Company81,0.08,1.02,0.0,0.13
3658,PC,2014.0,Action,Company6,0.17,0.33,0.0,0.05
15006,PS2,2006.0,Adventure,Company492,0.0,0.0,0.02,0.0
3962,DS,2005.0,Fighting,Company11,0.14,0.02,0.32,0.02
15539,PS2,2007.0,Action,Company220,0.0,0.0,0.02,0.0
4865,PS2,2003.0,Platform,Company4,0.19,0.15,0.0,0.05
8431,XB,2006.0,Shooter,Company22,0.12,0.04,0.0,0.01
15031,DS,2007.0,Sports,Company11,0.02,0.0,0.0,0.0
4886,PS3,2015.0,Action,Company5,0.15,0.18,0.0,0.06
16359,PSP,2009.0,Action,Company22,0.0,0.01,0.0,0.0
7553,GC,2005.0,Misc,Company29,0.16,0.04,0.0,0.01
14118,XB,2002.0,Sports,Company40,0.03,0.01,0.0,0.0
4468,DS,2010.0,Action,Company29,0.26,0.14,0.0,0.04
14072,DS,2008.0,Role-Playing,Company399,0.04,0.0,0.0,0.0
4269,2600,1983.0,Action,Company11,0.43,0.03,0.0,0.0
16599,DS,2010.0,Puzzle,Company509,0.0,0.01,0.0,0.0
2057,PS2,2003.0,Racing,Company90,0.49,0.38,0.0,0.13
12213,PSV,2012.0,Racing,Company4,0.0,0.05,0.0,0.02
7858,3DS,2012.0,Action,Company5,0.15,0.03,0.0,0.01
11526,SAT,1997.0,Adventure,Company245,0.0,0.0,0.08,0.0
13485,PC,2009.0,Action,Company6,0.0,0.03,0.0,0.01
1427,X360,2008.0,Racing,Company8,0.63,0.58,0.01,0.15
12600,PS2,2005.0,Action,Company49,0.03,0.02,0.0,0.01
647,PS,1996.0,Puzzle,Company41,2.1,0.24,0.0,0.07
8571,Wii,2009.0,Sports,Company5,0.15,0.0,0.0,0.01
8377,PS,1996.0,Action,Company264,0.09,0.06,0.0,0.01
11427,PS2,2006.0,Fighting,Company151,0.01,0.01,0.05,0.0
1115,GBA,2004.0,Platform,Company1,0.8,0.05,0.76,0.03
3467,N64,1997.0,Sports,Company8,0.15,0.39,0.0,0.03
10695,XB,2005.0,Action,Company24,0.07,0.02,0.0,0.0
2894,PS,1997.0,Misc,Company28,0.39,0.27,0.0,0.05
502,Wii,2011.0,Sports,Company35,1.54,1.07,0.0,0.28
5926,PS2,2005.0,Strategy,Company29,0.15,0.11,0.0,0.04
8157,PS2,2005.0,Action,Company26,0.0,0.0,0.18,0.0
769,PS2,2004.0,Simulation,Company15,1.04,0.81,0.0,0.27
3387,X360,2012.0,Sports,Company9,0.07,0.46,0.0,0.07
3946,PS2,2002.0,Misc,Company53,0.25,0.19,0.0,0.06
9439,PS3,2009.0,Shooter,Company59,0.09,0.02,0.0,0.01
12976,PS2,2006.0,Action,Company26,0.0,0.0,0.05,0.0
3127,PS3,2012.0,Fighting,Company49,0.23,0.15,0.2,0.07
15228,PSV,2015.0,Adventure,Company279,0.0,0.0,0.02,0.0
6957,WiiU,2016.0,Action,Company20,0.12,0.09,0.0,0.02
13054,DS,2009.0,Role-Playing,Company26,0.0,0.0,0.05,0.0
6108,Wii,2009.0,Action,Company5,0.11,0.14,0.0,0.03
1172,DS,2008.0,Misc,Company5,0.85,0.58,0.0,0.16
2928,PSP,2005.0,Platform,Company4,0.52,0.01,0.12,0.05
13489,PS4,2016.0,Misc,Company49,0.0,0.0,0.04,0.0
13678,PS4,2015.0,Fighting,Company220,0.01,0.0,0.02,0.0
3615,XOne,2014.0,Sports,Company3,0.28,0.23,0.0,0.04
15616,PS3,2016.0,Action,Company49,0.0,0.0,0.02,0.0
13189,DS,2008.0,Misc,Company365,0.0,0.0,0.05,0.0
6740,PS2,2001.0,Racing,Company4,0.12,0.09,0.0,0.03
3154,X360,2007.0,Racing,Company29,0.25,0.32,0.0,0.07
2338,GB,2001.0,Strategy,Company1,0.0,0.0,0.89,0.0
13412,PS,2000.0,Misc,Company451,0.03,0.02,0.0,0.0
15176,PS2,2007.0,Adventure,Company220,0.0,0.0,0.02,0.0
7662,GC,2004.0,Sports,Company8,0.15,0.04,0.0,0.01
13459,DS,2006.0,Action,Company29,0.04,0.0,0.0,0.0
16168,PSP,2012.0,Adventure,Company82,0.0,0.0,0.01,0.0
10184,DS,2010.0,Racing,Company216,0.1,0.0,0.0,0.01
9796,XB,2004.0,Adventure,Company8,0.09,0.03,0.0,0.0
11433,DS,2010.0,Sports,Company5,0.08,0.0,0.0,0.01
15694,PSV,2015.0,Adventure,Company278,0.0,0.0,0.02,0.0
9541,X360,2010.0,Role-Playing,Company13,0.0,0.0,0.13,0.0
8042,PC,2009.0,Strategy,Company29,0.0,0.15,0.0,0.04
13479,PC,,Strategy,Company97,0.02,0.02,0.0,0.01
366,X360,2013.0,Shooter,Company8,2.14,1.08,0.02,0.29
2405,PSP,2006.0,Puzzle,Company4,0.12,0.52,0.0,0.23
2198,PS2,2003.0,Racing,Company36,0.01,0.71,0.01,0.21
9794,Wii,2008.0,Fighting,Company151,0.11,0.0,0.0,0.01
10548,DS,2007.0,Misc,Company362,0.0,0.0,0.1,0.0
10010,XB,2004.0,Shooter,Company11,0.09,0.02,0.0,0.0
13576,Wii,2010.0,Platform,Company458,0.04,0.0,0.0,0.0
6253,PSP,2011.0,Sports,Company3,0.22,0.03,0.0,0.03
3349,DS,2009.0,Misc,Company1,0.18,0.19,0.2,0.04
14216,PS2,2007.0,Adventure,Company15,0.0,0.0,0.03,0.0
3268,2600,1982.0,Action,Company146,0.58,0.03,0.0,0.01
13063,DS,2009.0,Misc,Company6,0.05,0.0,0.0,0.0
1853,2600,1982.0,Platform,Company11,1.03,0.06,0.0,0.01
9715,WiiU,2013.0,Action,Company6,0.05,0.07,0.0,0.01
2214,WiiU,2016.0,Action,Company1,0.48,0.3,0.08,0.08
6628,3DS,2011.0,Simulation,Company6,0.11,0.09,0.03,0.02
14511,PS3,2012.0,Misc,Company26,0.0,0.0,0.03,0.0
4929,XB,2003.0,Sports,Company8,0.29,0.08,0.0,0.01
15239,PSP,2007.0,Puzzle,Company9,0.0,0.0,0.02,0.0
2493,PS,1998.0,Misc,Company54,0.46,0.31,0.0,0.05
11929,PS2,2002.0,Adventure,Company101,0.03,0.03,0.0,0.01
9858,PS2,2001.0,Sports,Company15,0.0,0.0,0.12,0.0
4755,PS,1996.0,Misc,Company90,0.23,0.15,0.0,0.03
15309,DS,2007.0,Misc,Company49,0.0,0.0,0.02,0.0
6738,PS2,2006.0,Adventure,Company6,0.12,0.09,0.0,0.03
297,N64,1997.0,Shooter,Company1,2.78,0.58,0.64,0.04
12364,DS,2011.0,Adventure,Company26,0.0,0.0,0.06,0.0
13538,3DS,2011.0,Platform,Company68,0.04,0.0,0.0,0.0
6879,XB,2003.0,Sports,Company8,0.18,0.05,0.0,0.01
1565,PS2,2002.0,Role-Playing,Company11,0.49,0.38,0.26,0.13
5617,PS,1999.0,Simulation,Company6,0.11,0.07,0.12,0.02
16014,X360,2006.0,Shooter,Company6,0.0,0.0,0.01,0.0
8154,PS2,2008.0,Sports,Company57,0.09,0.07,0.0,0.02
4989,DS,2009.0,Simulation,Company6,0.24,0.11,0.0,0.04
4551,XOne,2014.0,Action,Company20,0.23,0.17,0.0,0.04
1627,PS3,2009.0,Action,Company9,0.44,0.41,0.21,0.17
4220,DS,2008.0,Action,Company13,0.22,0.0,0.22,0.02
8463,X360,2007.0,Strategy,Company18,0.13,0.02,0.0,0.01
3086,PSP,2010.0,Action,Company26,0.03,0.0,0.62,0.0
8045,XB,2001.0,Shooter,Company15,0.14,0.04,0.0,0.01
15488,PC,2008.0,Strategy,Company29,0.0,0.02,0.0,0.0
15046,DS,2009.0,Adventure,Company319,0.02,0.0,0.0,0.0
15947,PSV,2016.0,Adventure,Company59,0.0,0.0,0.02,0.0
14614,PSP,2006.0,Racing,Company36,0.03,0.0,0.0,0.0
9533,X360,2006.0,Action,Company59,0.11,0.01,0.0,0.01
6298,2600,1984.0,Racing,Company5,0.26,0.01,0.0,0.0
11899,3DS,2013.0,Misc,Company26,0.0,0.0,0.07,0.0
11047,N64,1998.0,Racing,Company53,0.07,0.02,0.0,0.0
16054,PC,2016.0,Strategy,Company125,0.0,0.01,0.0,0.0
11292,XB,2003.0,Racing,Company9,0.06,0.02,0.0,0.0
500,PS2,2001.0,Sports,Company4,0.99,0.32,1.38,0.2
7579,DS,2011.0,Simulation,Company12,0.13,0.06,0.0,0.02
10459,DS,2008.0,Puzzle,Company17,0.09,0.0,0.01,0.01
11945,PS3,2011.0,Misc,Company32,0.07,0.0,0.0,0.01
8411,PS4,2016.0,Role-Playing,Company9,0.06,0.04,0.05,0.02
12816,DC,2000.0,Sports,Company15,0.0,0.0,0.06,0.0
5507,GBA,2001.0,Racing,Company29,0.24,0.09,0.0,0.01
15898,PC,2007.0,Shooter,Company5,0.01,0.0,0.0,0.0
10253,PSV,2011.0,Misc,Company6,0.05,0.04,0.0,0.02
8840,Wii,2007.0,Misc,Company169,0.14,0.0,0.0,0.01
11322,DS,2010.0,Sports,Company6,0.06,0.01,0.0,0.01
13221,SNES,1995.0,Misc,Company152,0.0,0.0,0.05,0.0
13358,X360,2012.0,Racing,Company11,0.04,0.0,0.0,0.0
13978,PSP,2013.0,Adventure,Company279,0.0,0.0,0.04,0.0
1799,PS2,2005.0,Role-Playing,Company3,0.0,0.51,0.0,0.62
2274,PS3,2009.0,Shooter,Company36,0.23,0.46,0.05,0.17
11005,DS,2011.0,Action,Company171,0.09,0.0,0.0,0.01
10675,PS4,2015.0,Action,Company59,0.0,0.0,0.1,0.0
15081,PSP,2013.0,Adventure,Company246,0.0,0.0,0.02,0.0
10567,X360,2009.0,Role-Playing,Company7,0.09,0.01,0.0,0.01
6584,SNES,1999.0,Strategy,Company1,0.0,0.0,0.26,0.0
14315,X360,,Simulation,Company54,0.03,0.0,0.0,0.0
14894,PS2,2006.0,Sports,Company353,0.01,0.01,0.0,0.0
13885,PS3,2009.0,Racing,Company194,0.0,0.02,0.0,0.01
15088,PS2,2007.0,Fighting,Company511,0.0,0.0,0.02,0.0
6736,DS,2009.0,Simulation,Company8,0.23,0.0,0.0,0.02
14575,PSP,2009.0,Adventure,Company15,0.0,0.0,0.03,0.0
8397,PS2,2008.0,Misc,Company29,0.08,0.06,0.0,0.02
14151,GC,2005.0,Sports,Company5,0.03,0.01,0.0,0.0
4494,GBA,2004.0,Adventure,Company1,0.26,0.1,0.07,0.01
7735,GBA,2002.0,Misc,Company176,0.14,0.05,0.0,0.0
11260,PSP,2006.0,Puzzle,Company12,0.07,0.0,0.0,0.01
7732,PS2,2001.0,Sports,Company4,0.1,0.07,0.0,0.02
13176,XOne,2016.0,Racing,Company257,0.02,0.02,0.0,0.0
13242,PS2,2007.0,Strategy,Company49,0.01,0.01,0.03,0.0
1957,X360,2009.0,Misc,Company5,0.56,0.4,0.0,0.11
6135,WS,1999.0,Role-Playing,Company26,0.0,0.0,0.28,0.0
4148,PS2,2000.0,Puzzle,Company4,0.14,0.11,0.19,0.04
8008,DS,2006.0,Simulation,Company6,0.17,0.0,0.0,0.01
4965,DS,2009.0,Misc,Company191,0.26,0.09,0.0,0.03
13830,GBA,2002.0,Sports,Company6,0.03,0.01,0.0,0.0
2906,GC,2003.0,Sports,Company5,0.54,0.14,0.0,0.02
16046,PS4,2015.0,Role-Playing,Company435,0.0,0.01,0.0,0.0
14031,PS,1996.0,Misc,Company86,0.02,0.01,0.0,0.0
11448,PSP,2009.0,Adventure,Company26,0.0,0.0,0.08,0.0
7104,PS,1995.0,Shooter,Company86,0.06,0.04,0.12,0.01
861,DS,2010.0,Platform,Company9,0.99,0.8,0.0,0.18
14619,PSV,2015.0,Role-Playing,Company357,0.0,0.0,0.03,0.0
15,Wii,2009.0,Sports,Company1,9.09,8.59,2.53,1.79
6459,PS3,2010.0,Role-Playing,Company130,0.24,0.0,0.0,0.02
15439,X360,2013.0,Shooter,Company125,0.0,0.01,0.0,0.0
6365,SNES,1995.0,Sports,Company15,0.0,0.0,0.27,0.0
1544,GB,1989.0,Misc,Company1,0.0,0.0,1.28,0.0
9590,GBA,2002.0,Sports,Company155,0.0,0.0,0.12,0.0
394,PS,2000.0,Misc,Company4,1.56,1.47,0.19,0.17
4467,GC,2004.0,Fighting,Company100,0.0,0.0,0.43,0.01
12869,Wii,2009.0,Strategy,Company286,0.05,0.0,0.0,0.0
12897,Wii,2009.0,Misc,Company35,0.05,0.0,0.0,0.0
1476,GBA,2003.0,Simulation,Company8,0.93,0.35,0.0,0.06
7619,N64,1997.0,Puzzle,Company5,0.13,0.02,0.05,0.0
15110,X360,2009.0,Racing,Company202,0.02,0.0,0.0,0.0
7581,XB,2002.0,Sports,Company9,0.15,0.04,0.0,0.01
3843,PS3,2008.0,Sports,Company8,0.46,0.0,0.02,0.04
4629,PS3,2010.0,Misc,Company32,0.19,0.16,0.0,0.07
8603,X360,2009.0,Adventure,Company81,0.11,0.04,0.0,0.01
1888,PS,1997.0,Simulation,Company94,0.0,0.0,1.02,0.07
4338,X360,2008.0,Shooter,Company5,0.3,0.11,0.0,0.04
12274,DC,2000.0,Adventure,Company245,0.0,0.0,0.06,0.0
3306,Wii,2008.0,Platform,Company1,0.24,0.17,0.14,0.05
9720,DS,2008.0,Adventure,Company49,0.0,0.0,0.12,0.0
7021,XOne,2015.0,Action,Company5,0.16,0.05,0.0,0.02
8781,DS,2007.0,Strategy,Company17,0.08,0.01,0.05,0.01
15908,PSP,2008.0,Misc,Company394,0.0,0.0,0.02,0.0
8223,PSV,2016.0,Sports,Company15,0.0,0.0,0.17,0.0
15895,DS,2006.0,Action,Company197,0.0,0.0,0.02,0.0
4070,PS,1999.0,Action,Company30,0.27,0.18,0.0,0.03
15509,PSP,2013.0,Adventure,Company309,0.0,0.0,0.02,0.0
114,PS2,2004.0,Racing,Company8,2.71,3.02,0.08,1.09
1765,PS2,2001.0,Action,Company40,0.56,0.44,0.0,0.15
8976,PS2,2001.0,Racing,Company4,0.07,0.06,0.0,0.02
5033,PS2,2002.0,Role-Playing,Company25,0.07,0.05,0.25,0.02
13748,PSP,2012.0,Action,Company210,0.0,0.0,0.04,0.0
601,PS2,2007.0,Sports,Company8,2.14,0.08,0.0,0.35
15816,PC,2010.0,Strategy,Company477,0.0,0.01,0.0,0.0
8567,Wii,2008.0,Fighting,Company40,0.14,0.01,0.0,0.01
11161,XB,2004.0,Racing,Company3,0.07,0.02,0.0,0.0
10818,PC,2007.0,Shooter,Company2,0.01,0.06,0.0,0.02
16313,Wii,2008.0,Misc,Company26,0.0,0.0,0.01,0.0
14501,PSP,2010.0,Fighting,Company220,0.0,0.0,0.03,0.0
1908,X360,2008.0,Action,Company22,0.53,0.43,0.01,0.11
14466,PSV,2016.0,Role-Playing,Company49,0.0,0.0,0.03,0.0
10094,X360,2011.0,Misc,Company6,0.11,0.0,0.0,0.01
5108,DS,2008.0,Simulation,Company6,0.34,0.01,0.0,0.03
11090,X360,2014.0,Racing,Company257,0.04,0.04,0.0,0.01
7401,GC,2003.0,Platform,Company29,0.16,0.04,0.0,0.01
